customer_id,Brand,campaign_id,ad_group_id,campaign_name,order_id,SKU_id,sku_name,Order_date, RRP ,ASP,no_of_transactions
cs_26,Adidas,ADIDAS_UL_001,ADIDAS_UL_META_PR_1,Adidas Ultraboost Light Launch,adi_10,ADI-S-0042,Ultraboost Light - M - Black - Laptop sleeve,2024-02-05,32,29,1
cs_26,Adidas,ADIDAS_UL_001,ADIDAS_UL_TT_1,Adidas Ultraboost Light Launch,adi_10,ADI-S-0009,Ultraboost Light - 50ml - White/Silver - HEPA H13,2024-02-29,42,38,1
cs_127,Adidas,ADIDAS_UL_001,ADIDAS_UL_YT_1,Adidas Ultraboost Light Launch,adi_11,ADI-S-0053,Ultraboost Light - M - Navy - Ortholite insole,2024-03-10,93,84,1
cs_127,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_11,ADI-S-0041,Ultraboost Light - 160x200cm - Blue/Copper - Laptop sleeve,2024-02-07,126,113,1
cs_223,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_12,ADI-S-0042,Ultraboost Light - M - Black - Laptop sleeve,2024-03-17,32,29,1
cs_223,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_12,ADI-S-0003,Ultraboost Light - S - White - Laptop sleeve,2024-02-20,62,56,1
cs_265,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_13,ADI-S-0042,Ultraboost Light - M - Black - Laptop sleeve,2024-02-06,32,29,1
cs_265,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_13,ADI-S-0048,Ultraboost Light - 140x200cm - White - AEROREADY,2024-02-21,92,83,1
cs_220,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_14,ADI-S-0006,Ultraboost Light - 200ml - Grey - Hyaluronic acid,2024-03-13,81,73,1
cs_220,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_14,ADI-S-0018,Ultraboost Light - XL - Black - 7-zone support,2024-03-05,92,83,1
cs_220,Adidas,ADIDAS_UL_001,,Adidas Ultraboost Light Launch,adi_14,ADI-S-0055,Ultraboost Light - 41 - Green - Satin finish,2024-03-29,71,64,1
cs_266,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_15,ADI-S-0053,Ultraboost Light - M - Navy - Ortholite insole,2024-11-24,93,65,1
cs_266,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_15,ADI-S-0048,Ultraboost Light - 140x200cm - White - AEROREADY,2024-11-10,92,65,1
cs_155,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_16,ADI-S-0053,Ultraboost Light - M - Navy - Ortholite insole,2024-11-13,93,65,1
cs_155,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_16,ADI-S-0052,Essentials Backpack - M - Black - Instant coffee,2024-11-13,200,140,1
cs_148,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_17,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-12-03,31,22,1
cs_148,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_17,ADI-S-0037,Essentials Backpack - L - Green - HEPA H13,2024-11-20,177,124,1
cs_148,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_17,ADI-S-0041,Ultraboost Light - 160x200cm - Blue/Copper - Laptop sleeve,2024-11-30,126,88,1
cs_116,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_BR_1,Black Friday Mega Sale,adi_18,ADI-S-0051,Future Icons Tee - XL - White - Satin finish,2024-12-01,165,116,1
cs_116,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_GEN_1,Black Friday Mega Sale,adi_18,ADI-S-0026,Essentials Backpack - One Size - Blue/Copper - AEROREADY,2024-11-30,142,100,1
cs_116,Adidas,ADIDAS_BF_001,ADIDAS_BF_SEM_GEN_1,Black Friday Mega Sale,adi_18,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-11-24,134,94,1
cs_198,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_PR_1,Black Friday Mega Sale,adi_19,ADI-S-0059,Essentials Backpack - L - Black - HEPA H13,2024-12-03,34,24,1
cs_198,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_PR_1,Black Friday Mega Sale,adi_19,ADI-S-0045,Cushioned Crew Socks 3-Pack - 160x200cm - White/Silver - Laptop sleeve,2024-11-17,161,113,1
cs_141,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_PR_1,Black Friday Mega Sale,adi_20,ADI-S-0033,Future Icons Tee - S - White - 7-zone support,2024-12-06,178,125,1
cs_141,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_PR_1,Black Friday Mega Sale,adi_20,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-11-11,134,94,1
cs_220,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_RT_1,Black Friday Mega Sale,adi_21,ADI-S-0020,Future Icons Tee - 41 - White/Silver - Ortholite insole,2024-11-30,68,47,1
cs_220,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_RT_1,Black Friday Mega Sale,adi_21,ADI-S-0006,Ultraboost Light - 200ml - Grey - Hyaluronic acid,2024-11-19,81,57,1
cs_220,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_RT_1,Black Friday Mega Sale,adi_21,ADI-S-0020,Future Icons Tee - 41 - White/Silver - Ortholite insole,2024-11-18,68,47,1
cs_28,Adidas,ADIDAS_BF_001,ADIDAS_BF_META_RT_1,Black Friday Mega Sale,adi_22,ADI-S-0038,AEROREADY Tee - XL - Blue/Copper - Laptop sleeve,2024-11-14,148,104,1
cs_28,Adidas,ADIDAS_BF_001,ADIDAS_BF_YT_1,Black Friday Mega Sale,adi_22,ADI-S-0004,Cushioned Crew Socks 3-Pack - S - Blue/Copper - Laptop sleeve,2024-11-21,149,104,1
cs_256,Adidas,ADIDAS_BF_001,ADIDAS_BF_YT_1,Black Friday Mega Sale,adi_23,ADI-S-0011,Cushioned Crew Socks 3-Pack - 200g - Beige - Coanda styling,2024-11-29,55,38,1
cs_256,Adidas,ADIDAS_BF_001,ADIDAS_BF_CRITEO_RT_1,Black Friday Mega Sale,adi_23,ADI-S-0036,Essentials Backpack - 200ml - Grey - Ortholite insole,2024-11-10,139,97,1
cs_256,Adidas,ADIDAS_BF_001,ADIDAS_BF_CRITEO_RT_1,Black Friday Mega Sale,adi_23,ADI-S-0054,Future Icons Tee - XL - Nickel - AEROREADY,2024-11-22,50,35,1
cs_69,Adidas,ADIDAS_BF_001,ADIDAS_BF_CRITEO_RT_1,Black Friday Mega Sale,adi_24,ADI-S-0043,Ultraboost Light - 375g - Beige - Boost midsole,2024-11-14,113,79,1
cs_69,Adidas,ADIDAS_BF_001,ADIDAS_BF_AFF_1,Black Friday Mega Sale,adi_24,ADI-S-0016,Essentials Backpack - 50ml - Navy - Ortholite insole,2024-11-19,103,72,1
cs_147,Adidas,ADIDAS_BF_001,ADIDAS_BF_AFF_1,Black Friday Mega Sale,adi_25,ADI-S-0039,AEROREADY Tee - 140x200cm - Beige - Satin finish,2024-11-15,182,127,1
cs_147,Adidas,ADIDAS_BF_001,ADIDAS_BF_EMAIL_1,Black Friday Mega Sale,adi_25,ADI-S-0024,Adizero SL - L - Grey - Instant coffee,2024-11-15,96,67,1
cs_217,Adidas,ADIDAS_BF_001,ADIDAS_BF_EMAIL_1,Black Friday Mega Sale,adi_26,ADI-S-0009,Ultraboost Light - 50ml - White/Silver - HEPA H13,2024-12-04,42,30,1
cs_217,Adidas,ADIDAS_BF_001,ADIDAS_BF_EMAIL_1,Black Friday Mega Sale,adi_26,ADI-S-0056,Essentials Backpack - 140x200cm - White/Silver - Ortholite insole,2024-11-13,54,38,1
cs_159,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_27,ADI-S-0054,Future Icons Tee - XL - Nickel - AEROREADY,2024-11-28,50,35,1
cs_159,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_27,ADI-S-0052,Essentials Backpack - M - Black - Instant coffee,2024-11-13,200,140,1
cs_247,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_28,ADI-S-0044,Forum Low - 140x200cm - White/Silver - Laptop sleeve,2024-12-05,117,82,1
cs_247,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_28,ADI-S-0019,Adizero SL - XL - N/A - 7-zone support,2024-11-22,58,41,1
cs_247,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_28,ADI-S-0024,Adizero SL - L - Grey - Instant coffee,2024-11-27,96,67,1
cs_191,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_29,ADI-S-0035,Adizero SL - M - White/Silver - Boost midsole,2024-11-26,196,137,1
cs_191,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_29,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-11-14,31,22,1
cs_208,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_30,ADI-S-0048,Ultraboost Light - 140x200cm - White - AEROREADY,2024-12-06,92,65,1
cs_208,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_30,ADI-S-0029,Ultraboost Light - 50ml - Green - HEPA H13,2024-11-29,157,110,1
cs_206,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_31,ADI-S-0036,Essentials Backpack - 200ml - Grey - Ortholite insole,2024-11-16,139,97,1
cs_206,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_31,ADI-S-0019,Adizero SL - XL - N/A - 7-zone support,2024-11-17,58,41,1
cs_206,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_31,ADI-S-0012,Adizero SL - S - Navy - Removable cover,2024-11-11,197,138,1
cs_290,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_32,ADI-S-0019,Adizero SL - XL - N/A - 7-zone support,2024-11-14,58,41,1
cs_290,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_32,ADI-S-0011,Cushioned Crew Socks 3-Pack - 200g - Beige - Coanda styling,2024-12-04,55,38,1
cs_141,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_33,ADI-S-0027,Adizero SL - 140x200cm - Blue/Copper - Removable cover,2024-11-17,158,111,1
cs_141,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_33,ADI-S-0001,Adizero SL - S - Green - Laptop sleeve,2024-11-16,60,42,1
cs_251,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_34,ADI-S-0031,Essentials Backpack - 160x200cm - Navy - Ortholite insole,2024-11-17,87,61,1
cs_251,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_34,ADI-S-0049,Tiro 23 Club Pants - 200ml - White - Laptop sleeve,2024-11-23,54,38,1
cs_106,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_35,ADI-S-0038,AEROREADY Tee - XL - Blue/Copper - Laptop sleeve,2024-11-28,148,104,1
cs_106,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_35,ADI-S-0035,Adizero SL - M - White/Silver - Boost midsole,2024-11-16,196,137,1
cs_14,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_36,ADI-S-0044,Forum Low - 140x200cm - White/Silver - Laptop sleeve,2024-11-25,117,82,1
cs_14,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_36,ADI-S-0053,Ultraboost Light - M - Navy - Ortholite insole,2024-12-01,93,65,1
cs_40,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_37,ADI-S-0016,Essentials Backpack - 50ml - Navy - Ortholite insole,2024-11-13,103,72,1
cs_40,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_37,ADI-S-0038,AEROREADY Tee - XL - Blue/Copper - Laptop sleeve,2024-11-13,148,104,1
cs_40,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_37,ADI-S-0037,Essentials Backpack - L - Green - HEPA H13,2024-11-22,177,124,1
cs_281,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_38,ADI-S-0028,Tiro 23 Club Pants - M - Green - Hyaluronic acid,2024-11-27,48,34,1
cs_281,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_38,ADI-S-0001,Adizero SL - S - Green - Laptop sleeve,2024-11-22,60,42,1
cs_149,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_39,ADI-S-0001,Adizero SL - S - Green - Laptop sleeve,2024-11-18,60,42,1
cs_149,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_39,ADI-S-0039,AEROREADY Tee - 140x200cm - Beige - Satin finish,2024-11-19,182,127,1
cs_69,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_40,ADI-S-0051,Future Icons Tee - XL - White - Satin finish,2024-11-24,165,116,1
cs_69,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_40,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-11-20,134,94,1
cs_56,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_41,ADI-S-0028,Tiro 23 Club Pants - M - Green - Hyaluronic acid,2024-11-16,48,34,1
cs_56,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_41,ADI-S-0040,Future Icons Tee - M - Navy - Laptop sleeve,2024-11-19,32,22,1
cs_153,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_42,ADI-S-0012,Adizero SL - S - Navy - Removable cover,2024-11-26,197,138,1
cs_153,Adidas,ADIDAS_BF_001,,Black Friday Mega Sale,adi_42,ADI-S-0028,Tiro 23 Club Pants - M - Green - Hyaluronic acid,2024-11-24,48,34,1
cs_187,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_43,ADI-S-0013,Samba OG - 375g - White - Hyaluronic acid,2024-05-17,70,63,1
cs_187,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_43,ADI-S-0013,Samba OG - 375g - White - Hyaluronic acid,2024-05-23,70,63,1
cs_187,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_43,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-05-13,31,28,1
cs_241,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_44,ADI-S-0021,Samba OG - 50ml - Blue/Copper - HEPA H13,2024-06-06,67,61,1
cs_241,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_44,ADI-S-0044,Forum Low - 140x200cm - White/Silver - Laptop sleeve,2024-05-29,117,105,1
cs_241,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_44,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-05-26,31,28,1
cs_28,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_45,ADI-S-0013,Samba OG - 375g - White - Hyaluronic acid,2024-06-11,70,63,1
cs_28,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_45,ADI-S-0047,Tiro 23 Club Pants - 41 - Nickel - Satin finish,2024-05-29,175,158,1
cs_242,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_46,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-05-16,106,95,1
cs_242,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_46,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-05-25,106,95,1
cs_215,Adidas,ADIDAS_INF_001,ADIDAS_INF_IG_POST_1,Influencer Partnership Drive,adi_47,ADI-S-0054,Future Icons Tee - XL - Nickel - AEROREADY,2024-06-15,50,45,1
cs_215,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_47,ADI-S-0034,Forum Low - XL - Black - Laptop sleeve,2024-05-30,178,160,1
cs_168,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_48,ADI-S-0040,Future Icons Tee - M - Navy - Laptop sleeve,2024-06-01,32,28,1
cs_168,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_48,ADI-S-0044,Forum Low - 140x200cm - White/Silver - Laptop sleeve,2024-05-24,117,105,1
cs_168,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_48,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-05-17,31,28,1
cs_212,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_49,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-06-11,134,121,1
cs_212,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_49,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-05-15,106,95,1
cs_212,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_49,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-06-09,134,121,1
cs_275,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_50,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-05-15,134,121,1
cs_275,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_50,ADI-S-0028,Tiro 23 Club Pants - M - Green - Hyaluronic acid,2024-06-13,48,44,1
cs_104,Adidas,ADIDAS_INF_001,ADIDAS_INF_TT_POST_1,Influencer Partnership Drive,adi_51,ADI-S-0017,Forum Low - 200g - Blue/Copper - Laptop sleeve,2024-05-27,143,129,1
cs_104,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_51,ADI-S-0020,Future Icons Tee - 41 - White/Silver - Ortholite insole,2024-06-15,68,61,1
cs_104,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_51,ADI-S-0028,Tiro 23 Club Pants - M - Green - Hyaluronic acid,2024-05-29,48,44,1
cs_146,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_52,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-05-13,31,28,1
cs_146,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_52,ADI-S-0054,Future Icons Tee - XL - Nickel - AEROREADY,2024-06-04,50,45,1
cs_161,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_53,ADI-S-0040,Future Icons Tee - M - Navy - Laptop sleeve,2024-06-11,32,28,1
cs_161,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_53,ADI-S-0034,Forum Low - XL - Black - Laptop sleeve,2024-05-19,178,160,1
cs_157,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_54,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-06-02,106,95,1
cs_157,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_54,ADI-S-0015,Forum Low - 50ml - White - Coanda styling,2024-05-18,134,121,1
cs_157,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_54,ADI-S-0017,Forum Low - 200g - Blue/Copper - Laptop sleeve,2024-06-04,143,129,1
cs_258,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_55,ADI-S-0034,Forum Low - XL - Black - Laptop sleeve,2024-06-09,178,160,1
cs_258,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_55,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-05-12,106,95,1
cs_265,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_56,ADI-S-0021,Samba OG - 50ml - Blue/Copper - HEPA H13,2024-05-16,67,61,1
cs_265,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_56,ADI-S-0021,Samba OG - 50ml - Blue/Copper - HEPA H13,2024-05-15,67,61,1
cs_162,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_57,ADI-S-0047,Tiro 23 Club Pants - 41 - Nickel - Satin finish,2024-05-25,175,158,1
cs_162,Adidas,ADIDAS_INF_001,ADIDAS_INF_MAG_ART_1,Influencer Partnership Drive,adi_57,ADI-S-0034,Forum Low - XL - Black - Laptop sleeve,2024-05-28,178,160,1
cs_63,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_58,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-05-24,106,95,1
cs_63,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_58,ADI-S-0044,Forum Low - 140x200cm - White/Silver - Laptop sleeve,2024-06-01,117,105,1
cs_63,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_58,ADI-S-0058,Tiro 23 Club Pants - S - Black - Coanda styling,2024-06-13,106,95,1
cs_238,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_59,ADI-S-0051,Future Icons Tee - XL - White - Satin finish,2024-06-10,165,149,1
cs_238,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_59,ADI-S-0017,Forum Low - 200g - Blue/Copper - Laptop sleeve,2024-06-07,143,129,1
cs_238,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_59,ADI-S-0034,Forum Low - XL - Black - Laptop sleeve,2024-06-10,178,160,1
cs_280,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_60,ADI-S-0047,Tiro 23 Club Pants - 41 - Nickel - Satin finish,2024-05-15,175,158,1
cs_280,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_60,ADI-S-0033,Future Icons Tee - S - White - 7-zone support,2024-05-30,178,160,1
cs_105,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_61,ADI-S-0017,Forum Low - 200g - Blue/Copper - Laptop sleeve,2024-05-21,143,129,1
cs_105,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_61,ADI-S-0013,Samba OG - 375g - White - Hyaluronic acid,2024-05-29,70,63,1
cs_105,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_61,ADI-S-0047,Tiro 23 Club Pants - 41 - Nickel - Satin finish,2024-06-12,175,158,1
cs_210,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_62,ADI-S-0033,Future Icons Tee - S - White - 7-zone support,2024-06-02,178,160,1
cs_210,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_62,ADI-S-0021,Samba OG - 50ml - Blue/Copper - HEPA H13,2024-05-11,67,61,1
cs_84,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_63,ADI-S-0040,Future Icons Tee - M - Navy - Laptop sleeve,2024-06-15,32,28,1
cs_84,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_63,ADI-S-0014,Tiro 23 Club Pants - L - Beige - 7-zone support,2024-06-10,58,52,1
cs_84,Adidas,ADIDAS_INF_001,,Influencer Partnership Drive,adi_63,ADI-S-0057,Samba OG - S - N/A - HEPA H13,2024-06-14,31,28,1
